density,kelvin_temperature
7444.53943618449,1458.7503418
7443.94052657365,1459.83530273
7443.17316195468,1461.24033203
7442.44078254071,1462.36813965
7441.90616905618,1463.53696289
7440.97070758089,1464.76413574
7440.5698905764,1466.00253906
7439.74510939513,1467.04489746
7439.21666109324,1468.31772461
7438.61863982665,1469.78879395
7438.26448151489,1470.73898926
7437.66661334048,1471.80600586
7437.1210392527,1473.10129395
7437.1384925024,1473.14121094
7437.30677064199,1473.00559082
7437.15584906348,1473.08041992
7437.10942528626,1473.16293945
7437.1384925024,1473.33395996
7436.93534938053,1473.39938965
7437.00496585144,1473.04624023
7437.05719520205,1473.08835449
7437.1210069891,1473.12119141
7436.84247564988,1473.21689453
7436.76702350586,1473.10935059
7436.84828220113,1472.98251953
7436.76124934198,1473.09262695
7436.63938095809,1473.30795898
7436.30282815619,1473.26816406
7436.38407670755,1473.22104492
7436.27960539137,1473.17233887
7436.38991480025,1473.07150879
7436.04754703398,1473.35544434
7435.98955887683,1473.12265625
7435.91409180666,1473.23129883
7435.92573427217,1473.05246582
7435.80973045195,1472.96494141
7435.62984620217,1473.3095459
7435.40943699565,1473.22495117
7435.50224266632,1473.11557617
7435.44426303481,1473.16171875
7435.42104563207,1473.06540527
7435.30499306227,1473.11142578
7435.2992211685,1473.12192383
7435.12516547847,1473.1833252
7435.18900858764,1473.08945313
7435.11936161766,1473.3708252
7435.13100159467,1473.00498047
7435.10778614823,1473.1277832
7435.08460311382,1473.04770508
7435.19481257832,1473.28964844
7435.41520906053,1472.98813477
7435.23537614548,1473.24814453
7435.29341701482,1473.34641113
7435.35719853803,1473.04916992
7435.2992211685,1473.25534668
7435.35139431497,1473.19748535
7435.31660137256,1473.21469727
7435.51385161368,1473.07504883
7435.60085527837,1473.0965332
7435.57183233047,1473.2293457
7435.55445091203,1473.08713379
7435.60085527837,1473.17844238
7435.49060152691,1473.04599609
7435.43842642682,1473.05722656
7435.45003515376,1473.08395996
7435.2992211685,1473.17319336
7435.12519772475,1473.21970215
