celsius_temperature,specific_heat_capacity
668.03,0.8273
668.16,0.8275
668.28,0.8276
668.41,0.8278
668.53,0.8281
668.66,0.8283
668.78,0.8285
668.90,0.8288
669.03,0.8291
669.16,0.8293
669.28,0.8297
669.40,0.8300
669.53,0.8302
669.65,0.8305
669.77,0.8307
669.90,0.8311
670.02,0.8313
670.14,0.8317
670.27,0.8319
670.39,0.8322
670.52,0.8325
670.64,0.8328
670.76,0.8329
670.89,0.8333
671.01,0.8336
671.14,0.8339
671.26,0.8342
671.38,0.8344
671.51,0.8346
671.63,0.8350
671.76,0.8353
671.88,0.8356
672.00,0.8358
672.13,0.8360
672.25,0.8362
672.37,0.8365
672.50,0.8369
672.62,0.8371
672.74,0.8373
672.87,0.8375
672.99,0.8377
673.11,0.8380
673.23,0.8382
673.36,0.8385
673.49,0.8388
673.61,0.8390
673.73,0.8393
673.86,0.8396
673.98,0.8399
674.11,0.8400
674.23,0.8403
674.35,0.8405
674.48,0.8407
674.60,0.8410
674.72,0.8415
674.85,0.8418
674.97,0.8420
675.09,0.8422
675.22,0.8424
675.34,0.8426
675.46,0.8428
675.58,0.8432
675.71,0.8434
675.83,0.8438
675.95,0.8439
676.08,0.8442
676.20,0.8445
676.33,0.8447
676.45,0.8450
676.57,0.8454
676.70,0.8456
676.83,0.8459
676.95,0.8462
677.07,0.8465
677.20,0.8468
677.32,0.8471
677.45,0.8474
677.57,0.8477
677.69,0.8480
677.81,0.8483
677.94,0.8486
678.07,0.8489
678.18,0.8493
678.31,0.8495
678.43,0.8497
678.56,0.8500
678.68,0.8503
678.80,0.8507
678.93,0.8509
679.05,0.8511
679.18,0.8513
679.30,0.8516
679.42,0.8519
679.54,0.8522
679.67,0.8525
679.80,0.8528
679.92,0.8531
680.04,0.8535
680.17,0.8538
680.29,0.8541
680.42,0.8543
680.54,0.8546
680.67,0.8549
680.79,0.8552
680.91,0.8555
681.04,0.8558
681.16,0.8559
681.29,0.8561
681.41,0.8565
681.53,0.8568
681.65,0.8571
681.78,0.8573
681.91,0.8575
682.03,0.8577
682.15,0.8580
682.27,0.8583
682.40,0.8587
682.52,0.8590
682.65,0.8593
682.77,0.8596
682.90,0.8600
683.02,0.8604
683.14,0.8607
683.27,0.8609
683.39,0.8612
683.51,0.8615
683.64,0.8618
683.76,0.8621
683.88,0.8624
684.01,0.8627
684.13,0.8629
684.25,0.8633
684.37,0.8635
684.50,0.8638
684.63,0.8641
684.75,0.8645
684.87,0.8649
684.99,0.8652
685.12,0.8654
685.24,0.8657
685.37,0.8660
685.49,0.8663
685.62,0.8666
685.74,0.8670
685.86,0.8672
685.99,0.8676
686.11,0.8679
686.23,0.8681
686.35,0.8684
686.48,0.8688
686.61,0.8691
686.73,0.8694
686.85,0.8698
686.97,0.8701
687.10,0.8704
687.22,0.8707
687.35,0.8710
687.47,0.8714
687.59,0.8718
687.71,0.8721
687.84,0.8724
687.96,0.8728
688.09,0.8730
688.21,0.8733
688.33,0.8736
688.46,0.8740
688.58,0.8743
688.70,0.8747
688.83,0.8750
688.95,0.8753
689.08,0.8756
689.20,0.8760
689.32,0.8764
689.45,0.8767
689.58,0.8771
689.70,0.8773
689.82,0.8776
689.94,0.8779
690.07,0.8782
690.19,0.8786
690.31,0.8790
690.44,0.8793
690.56,0.8796
690.69,0.8800
690.81,0.8804
690.93,0.8808
691.06,0.8810
691.18,0.8813
691.31,0.8817
691.43,0.8820
691.55,0.8823
691.68,0.8828
691.80,0.8830
691.93,0.8833
692.05,0.8837
692.18,0.8841
692.30,0.8843
692.43,0.8847
692.54,0.8851
692.67,0.8855
692.80,0.8857
692.92,0.8861
693.05,0.8865
693.17,0.8868
693.29,0.8871
693.41,0.8876
693.54,0.8880
693.66,0.8884
693.78,0.8888
693.91,0.8891
694.04,0.8894
694.15,0.8898
694.29,0.8902
694.41,0.8905
694.53,0.8909
694.65,0.8913
694.78,0.8916
694.90,0.8921
695.02,0.8924
695.15,0.8927
695.27,0.8932
695.39,0.8936
695.51,0.8940
695.64,0.8944
695.76,0.8948
695.88,0.8951
696.01,0.8955
696.13,0.8959
696.25,0.8962
696.38,0.8965
696.50,0.8970
696.62,0.8973
696.75,0.8977
696.88,0.8980
697.00,0.8983
697.12,0.8987
697.25,0.8992
697.37,0.8996
697.49,0.8999
697.62,0.9002
697.74,0.9006
697.87,0.9010
697.99,0.9015
698.11,0.9019
698.24,0.9022
698.36,0.9026
698.48,0.9030
698.61,0.9033
698.73,0.9037
698.85,0.9041
698.98,0.9045
699.10,0.9049
699.22,0.9053
699.35,0.9057
699.47,0.9061
699.60,0.9066
699.72,0.9070
699.85,0.9072
699.97,0.9076
700.09,0.9079
700.21,0.9082
700.34,0.9086
700.46,0.9090
700.59,0.9094
700.71,0.9098
700.83,0.9101
700.95,0.9104
701.08,0.9108
701.20,0.9111
701.32,0.9115
701.46,0.9119
701.57,0.9123
701.70,0.9126
701.83,0.9128
701.95,0.9132
702.08,0.9136
702.20,0.9141
702.32,0.9144
702.44,0.9146
702.57,0.9149
702.69,0.9154
702.82,0.9159
702.94,0.9163
703.06,0.9167
703.19,0.9171
703.31,0.9176
703.43,0.9179
703.56,0.9184
703.68,0.9186
703.81,0.9191
703.93,0.9196
704.05,0.9199
704.18,0.9201
704.30,0.9204
704.42,0.9209
704.55,0.9213
704.67,0.9216
704.79,0.9220
704.92,0.9224
705.04,0.9228
705.16,0.9231
705.29,0.9234
705.41,0.9237
705.54,0.9242
705.66,0.9245
705.78,0.9250
705.91,0.9252
706.03,0.9255
706.15,0.9258
706.28,0.9262
706.40,0.9266
706.52,0.9270
706.65,0.9271
706.76,0.9274
706.89,0.9277
707.02,0.9282
707.14,0.9285
707.26,0.9289
707.38,0.9294
707.51,0.9298
707.63,0.9302
707.76,0.9304
707.88,0.9308
708.01,0.9312
708.13,0.9315
708.25,0.9320
708.37,0.9324
708.50,0.9328
708.62,0.9331
708.75,0.9335
708.87,0.9340
708.99,0.9343
709.12,0.9348
709.24,0.9352
709.36,0.9356
709.49,0.9359
709.61,0.9364
709.73,0.9370
709.86,0.9374
709.98,0.9378
710.10,0.9382
710.23,0.9385
710.35,0.9389
710.48,0.9392
710.60,0.9396
710.72,0.9401
710.85,0.9404
710.97,0.9408
711.09,0.9412
711.21,0.9417
711.34,0.9422
711.46,0.9426
711.59,0.9430
711.71,0.9434
711.83,0.9438
711.96,0.9443
712.08,0.9449
712.20,0.9452
712.33,0.9456
712.45,0.9461
712.58,0.9466
712.70,0.9470
712.83,0.9473
712.95,0.9479
713.07,0.9483
713.20,0.9487
713.32,0.9491
713.44,0.9496
713.56,0.9500
713.69,0.9506
713.81,0.9510
713.93,0.9515
714.06,0.9520
714.19,0.9526
714.31,0.9529
714.43,0.9535
714.56,0.9540
714.68,0.9545
714.80,0.9549
714.93,0.9553
715.05,0.9557
715.18,0.9563
715.30,0.9568
715.42,0.9573
715.55,0.9577
715.67,0.9583
715.79,0.9589
715.91,0.9593
716.04,0.9598
716.16,0.9604
716.29,0.9610
716.41,0.9614
716.53,0.9619
716.66,0.9625
716.78,0.9630
716.90,0.9636
717.03,0.9642
717.15,0.9647
717.27,0.9652
717.40,0.9658
717.52,0.9664
717.65,0.9670
717.77,0.9674
717.89,0.9680
718.02,0.9687
718.14,0.9695
718.26,0.9700
718.39,0.9706
718.51,0.9713
718.63,0.9719
718.76,0.9727
718.88,0.9733
719.01,0.9740
719.13,0.9747
719.25,0.9755
719.38,0.9763
719.50,0.9770
719.62,0.9778
719.75,0.9786
719.87,0.9794
719.99,0.9803
720.12,0.9812
720.24,0.9820
720.37,0.9829
720.49,0.9837
720.61,0.9848
720.73,0.9858
720.86,0.9870
720.98,0.9882
721.10,0.9895
721.23,0.9909
721.35,0.9922
721.47,0.9935
721.60,0.9950
721.73,0.9965
721.85,0.9981
721.97,0.9999
722.10,1.0018
722.22,1.0037
722.34,1.0058
722.46,1.0079
722.59,1.0104
722.71,1.0129
722.83,1.0156
722.95,1.0184
723.07,1.0214
723.20,1.0245
723.33,1.0278
723.46,1.0315
723.58,1.0353
723.70,1.0392
723.82,1.0434
723.94,1.0479
724.07,1.0525
724.20,1.0574
724.32,1.0626
724.44,1.0681
724.56,1.0738
724.69,1.0798
724.81,1.0861
724.94,1.0925
725.06,1.0993
725.18,1.1064
725.30,1.1138
725.43,1.1217
725.55,1.1297
725.67,1.1380
725.79,1.1465
725.91,1.1556
726.04,1.1648
726.17,1.1741
726.28,1.1840
726.41,1.1941
726.53,1.2043
726.65,1.2149
726.77,1.2257
726.90,1.2368
727.02,1.2483
727.14,1.2600
727.26,1.2718
727.38,1.2839
727.51,1.2963
727.63,1.3086
727.75,1.3213
727.87,1.3341
727.99,1.3472
728.12,1.3603
728.24,1.3736
728.36,1.3871
728.48,1.4006
728.60,1.4143
728.72,1.4280
728.84,1.4416
728.97,1.4554
729.09,1.4693
729.21,1.4831
729.33,1.4973
729.45,1.5115
729.58,1.5254
729.70,1.5394
729.82,1.5532
729.94,1.5670
730.06,1.5806
730.18,1.5946
730.30,1.6086
730.43,1.6223
730.55,1.6359
730.67,1.6495
730.79,1.6632
730.91,1.6767
731.03,1.6901
731.15,1.7032
731.27,1.7163
731.39,1.7294
731.51,1.7422
731.63,1.7550
731.75,1.7673
731.88,1.7799
732.00,1.7921
732.12,1.8044
732.24,1.8163
732.35,1.8281
732.48,1.8396
732.60,1.8509
732.72,1.8620
732.84,1.8728
732.96,1.8835
733.09,1.8939
733.21,1.9040
733.33,1.9138
733.45,1.9234
733.57,1.9328
733.69,1.9417
733.81,1.9508
733.94,1.9594
734.05,1.9677
734.17,1.9757
734.30,1.9834
734.42,1.9907
734.54,1.9977
734.66,2.0042
734.78,2.0110
734.90,2.0173
735.03,2.0230
735.15,2.0283
735.27,2.0333
735.39,2.0377
735.51,2.0421
735.63,2.0457
735.76,2.0492
735.88,2.0523
736.00,2.0550
736.13,2.0575
736.25,2.0594
736.37,2.0607
736.49,2.0617
736.61,2.0624
736.73,2.0627
736.86,2.0624
736.99,2.0617
737.11,2.0607
737.23,2.0594
737.35,2.0575
737.47,2.0551
737.59,2.0524
737.72,2.0493
737.84,2.0461
737.96,2.0422
738.08,2.0379
738.21,2.0333
738.33,2.0286
738.46,2.0233
738.58,2.0177
738.70,2.0117
738.82,2.0054
738.95,1.9990
739.07,1.9924
739.19,1.9855
739.32,1.9781
739.43,1.9704
739.56,1.9627
739.69,1.9549
739.81,1.9469
739.94,1.9387
740.07,1.9304
740.18,1.9221
740.31,1.9134
740.43,1.9047
740.55,1.8959
740.68,1.8870
740.80,1.8777
740.93,1.8685
741.06,1.8596
741.18,1.8505
741.31,1.8412
741.43,1.8318
741.55,1.8224
741.68,1.8133
741.80,1.8040
741.92,1.7947
742.05,1.7856
742.17,1.7768
742.30,1.7677
742.42,1.7587
742.54,1.7497
742.67,1.7408
742.80,1.7320
742.92,1.7231
743.04,1.7143
743.17,1.7059
743.29,1.6975
743.42,1.6890
743.55,1.6809
743.67,1.6727
743.80,1.6649
743.92,1.6572
744.05,1.6492
744.17,1.6416
744.30,1.6341
744.42,1.6266
744.55,1.6190
744.67,1.6119
744.80,1.6047
744.92,1.5978
745.05,1.5910
745.18,1.5843
745.30,1.5776
745.43,1.5711
745.55,1.5648
745.67,1.5585
745.80,1.5524
745.92,1.5463
746.05,1.5406
746.17,1.5347
746.30,1.5288
746.42,1.5229
746.55,1.5172
746.67,1.5115
746.80,1.5061
746.93,1.5007
747.05,1.4956
747.18,1.4904
747.30,1.4853
747.42,1.4804
747.55,1.4755
747.67,1.4707
747.80,1.4661
747.93,1.4614
748.06,1.4569
748.18,1.4527
748.30,1.4485
748.43,1.4442
748.55,1.4400
748.68,1.4358
748.80,1.4319
748.93,1.4281
749.05,1.4242
749.17,1.4206
749.30,1.4169
749.43,1.4132
749.55,1.4096
749.68,1.4063
749.80,1.4031
749.92,1.3996
750.05,1.3962
750.17,1.3931
750.29,1.3899
750.42,1.3869
750.54,1.3840
750.67,1.3811
750.79,1.3784
750.92,1.3757
751.04,1.3730
751.16,1.3703
751.29,1.3677
751.41,1.3652
751.54,1.3628
751.66,1.3604
751.79,1.3580
751.91,1.3558
752.03,1.3535
752.16,1.3515
752.29,1.3494
752.41,1.3474
752.54,1.3454
752.66,1.3435
752.79,1.3416
752.91,1.3400
753.03,1.3383
753.16,1.3367
753.28,1.3351
753.40,1.3335
753.53,1.3319
753.65,1.3305
753.78,1.3290
753.90,1.3277
754.03,1.3264
754.15,1.3253
754.27,1.3243
754.40,1.3231
754.52,1.3222
754.65,1.3213
754.77,1.3205
754.89,1.3199
755.02,1.3190
755.14,1.3183
755.27,1.3177
755.39,1.3173
755.52,1.3168
755.64,1.3163
755.77,1.3160
755.89,1.3157
756.01,1.3155
756.14,1.3155
756.26,1.3156
756.38,1.3159
756.51,1.3160
756.64,1.3161
756.76,1.3159
756.88,1.3154
757.01,1.3148
757.14,1.3137
757.26,1.3121
757.38,1.3102
757.50,1.3078
757.63,1.3050
757.75,1.3016
757.88,1.2977
758.00,1.2936
758.12,1.2892
758.25,1.2846
758.37,1.2800
758.49,1.2753
758.62,1.2705
758.75,1.2656
758.87,1.2607
758.99,1.2558
759.12,1.2510
759.24,1.2462
759.37,1.2416
759.49,1.2370
759.62,1.2325
759.74,1.2279
759.87,1.2235
759.99,1.2192
760.12,1.2151
760.24,1.2108
760.36,1.2066
760.49,1.2025
760.61,1.1984
760.73,1.1943
760.86,1.1905
760.98,1.1868
761.10,1.1832
761.23,1.1796
761.36,1.1761
761.48,1.1727
761.60,1.1692
761.73,1.1659
761.85,1.1626
761.97,1.1594
762.09,1.1563
762.22,1.1531
762.34,1.1501
762.47,1.1472
762.60,1.1442
762.72,1.1413
762.84,1.1385
762.97,1.1359
763.09,1.1332
763.22,1.1306
763.34,1.1281
763.46,1.1255
763.59,1.1230
763.71,1.1206
763.83,1.1181
763.96,1.1157
764.08,1.1133
764.20,1.1111
764.33,1.1089
764.45,1.1068
764.58,1.1047
764.70,1.1026
764.83,1.1005
764.95,1.0984
765.07,1.0964
765.20,1.0945
765.33,1.0925
765.45,1.0906
765.57,1.0889
765.70,1.0872
765.82,1.0854
765.95,1.0836
766.07,1.0819
766.19,1.0802
766.32,1.0786
766.44,1.0769
766.56,1.0753
766.69,1.0737
766.81,1.0721
766.93,1.0704
767.06,1.0688
767.18,1.0672
767.31,1.0657
767.43,1.0642
767.55,1.0628
767.68,1.0615
767.80,1.0601
767.93,1.0588
768.05,1.0574
768.18,1.0560
768.30,1.0546
768.42,1.0534
768.55,1.0523
768.67,1.0510
768.80,1.0496
768.92,1.0484
769.04,1.0472
769.17,1.0460
769.29,1.0448
769.41,1.0437
769.53,1.0426
769.66,1.0416
769.78,1.0404
769.91,1.0393
770.03,1.0383
770.16,1.0372
770.28,1.0363
770.41,1.0353
770.53,1.0344
770.65,1.0335
770.78,1.0325
770.90,1.0316
771.02,1.0307
771.15,1.0297
771.27,1.0287
771.39,1.0278
771.52,1.0270
771.64,1.0261
771.76,1.0253
771.89,1.0244
772.01,1.0236
772.14,1.0228
772.26,1.0220
772.38,1.0212
772.50,1.0203
772.63,1.0194
772.76,1.0188
772.88,1.0180
773.00,1.0172
773.12,1.0164
773.25,1.0157
773.37,1.0150
773.49,1.0142
773.62,1.0135
773.74,1.0128
773.87,1.0121
773.99,1.0113
774.11,1.0107
774.24,1.0102
774.36,1.0094
774.49,1.0087
774.61,1.0080
774.73,1.0073
774.86,1.0066
774.98,1.0059
775.10,1.0053
775.22,1.0047
775.34,1.0041
775.47,1.0036
775.59,1.0030
775.72,1.0024
775.84,1.0017
775.96,1.0011
776.09,1.0005
776.21,0.9999
776.33,0.9995
776.46,0.9989
776.58,0.9983
776.70,0.9978
776.83,0.9973
776.95,0.9968
777.07,0.9962
777.20,0.9957
777.32,0.9952
777.44,0.9947
777.57,0.9941
777.69,0.9936
777.81,0.9933
777.94,0.9928
778.06,0.9924
778.19,0.9919
778.31,0.9914
778.43,0.9910
778.55,0.9904
778.68,0.9899
778.81,0.9896
778.93,0.9892
779.05,0.9888
779.17,0.9885
779.30,0.9879
779.42,0.9874
779.55,0.9871
779.67,0.9867
779.80,0.9862
779.92,0.9858
780.04,0.9853
780.17,0.9849
780.29,0.9845
780.41,0.9841
780.53,0.9837
780.66,0.9834
780.79,0.9830
780.91,0.9826
781.03,0.9821
781.15,0.9816
781.28,0.9811
781.40,0.9808
781.52,0.9804
781.65,0.9800
781.77,0.9797
781.89,0.9794
782.02,0.9790
782.14,0.9786
782.26,0.9782
782.39,0.9778
782.51,0.9775
782.64,0.9771
782.76,0.9768
782.88,0.9765
783.00,0.9760
783.13,0.9757
783.25,0.9754
783.37,0.9752
783.49,0.9749
783.62,0.9746
783.74,0.9743
783.87,0.9740
783.98,0.9737
784.11,0.9736
784.24,0.9732
784.36,0.9730
784.48,0.9727
784.61,0.9725
784.73,0.9722
784.85,0.9719
784.98,0.9718
785.10,0.9715
785.22,0.9713
785.35,0.9710
785.47,0.9707
785.59,0.9705
785.71,0.9703
785.84,0.9701
785.96,0.9699
786.08,0.9697
786.21,0.9695
786.33,0.9691
786.45,0.9689
786.58,0.9687
786.70,0.9686
786.83,0.9684
786.95,0.9682
787.08,0.9680
787.20,0.9678
787.32,0.9678
787.44,0.9676
787.57,0.9675
787.69,0.9674
787.82,0.9671
787.94,0.9670
788.07,0.9669
788.19,0.9668
788.31,0.9666
788.43,0.9663
788.55,0.9662
788.68,0.9661
788.81,0.9659
788.93,0.9658
789.06,0.9656
789.18,0.9655
789.30,0.9653
789.42,0.9651
789.54,0.9650
789.67,0.9648
789.79,0.9646
789.91,0.9645
790.04,0.9644
790.16,0.9643
790.29,0.9641
790.41,0.9640
790.53,0.9638
790.65,0.9637
790.78,0.9636
790.90,0.9636
791.02,0.9635
791.15,0.9634
791.27,0.9633
791.40,0.9632
791.52,0.9631
791.64,0.9629
791.77,0.9627
791.89,0.9626
792.01,0.9625
792.13,0.9624
792.26,0.9622
792.38,0.9620
792.51,0.9619
792.63,0.9618
792.75,0.9616
792.88,0.9616
793.00,0.9614
793.12,0.9613
793.25,0.9612
793.37,0.9610
793.49,0.9609
793.62,0.9608
793.74,0.9608
793.86,0.9608
793.98,0.9607
794.10,0.9605
794.23,0.9606
794.35,0.9605
794.48,0.9605
794.60,0.9603
794.72,0.9604
794.85,0.9604
794.97,0.9603
795.10,0.9602
795.22,0.9602
795.34,0.9602
795.46,0.9601
795.59,0.9601
795.72,0.9601
795.84,0.9601
795.96,0.9599
796.08,0.9598
796.20,0.9599
796.33,0.9599
796.45,0.9598
796.58,0.9599
796.70,0.9598
796.82,0.9597
796.94,0.9596
797.07,0.9596
797.19,0.9596
797.31,0.9596
797.44,0.9596
797.56,0.9595
797.68,0.9595
797.81,0.9594
797.93,0.9593
798.06,0.9592
798.18,0.9591
798.30,0.9591
798.43,0.9590
798.55,0.9590
798.67,0.9590
798.79,0.9589
798.92,0.9590
799.04,0.9589
799.17,0.9589
799.29,0.9588
799.41,0.9588
799.54,0.9587
799.66,0.9587
799.78,0.9587
799.90,0.9586
800.03,0.9588
800.15,0.9587
800.28,0.9587
800.40,0.9585
800.53,0.9585
800.65,0.9585
800.77,0.9585
800.90,0.9584
801.02,0.9584
801.15,0.9582
801.27,0.9583
801.39,0.9583
801.52,0.9582
801.64,0.9582
801.76,0.9581
801.88,0.9581
802.01,0.9581
802.13,0.9582
802.26,0.9582
802.38,0.9581
802.50,0.9582
802.63,0.9581
802.75,0.9582
802.87,0.9582
803.00,0.9584
803.12,0.9585
803.24,0.9585
803.37,0.9586
803.49,0.9587
803.62,0.9586
803.74,0.9587
803.86,0.9587
803.99,0.9586
804.10,0.9587
804.23,0.9587
804.35,0.9587
804.47,0.9587
804.60,0.9587
804.72,0.9588
804.85,0.9587
804.97,0.9587
805.09,0.9587
805.21,0.9588
805.34,0.9589
805.46,0.9590
805.58,0.9591
805.71,0.9591
805.83,0.9590
805.95,0.9590
806.07,0.9591
806.20,0.9592
806.32,0.9594
806.45,0.9595
806.57,0.9595
806.69,0.9595
806.81,0.9595
806.94,0.9596
807.06,0.9596
807.19,0.9596
807.31,0.9598
807.43,0.9598
807.56,0.9600
807.68,0.9601
807.80,0.9602
807.92,0.9603
808.05,0.9603
808.17,0.9604
808.29,0.9605
808.42,0.9606
808.55,0.9606
808.67,0.9606
808.79,0.9607
808.91,0.9609
809.04,0.9610
809.16,0.9611
809.29,0.9611
809.41,0.9612
809.53,0.9613
809.65,0.9614
809.78,0.9615
809.90,0.9616
810.02,0.9617
810.15,0.9619
810.27,0.9620
810.40,0.9621
810.52,0.9622
810.65,0.9623
810.77,0.9623
810.89,0.9621
811.02,0.9621
811.14,0.9622
811.26,0.9622
811.39,0.9623
811.51,0.9622
811.63,0.9622
811.76,0.9623
811.88,0.9621
812.01,0.9621
812.13,0.9622
812.25,0.9622
812.38,0.9621
812.50,0.9620
812.62,0.9621
812.75,0.9621
812.87,0.9619
812.99,0.9618
813.11,0.9617
813.24,0.9618
813.37,0.9618
813.49,0.9617
813.61,0.9618
813.74,0.9617
813.86,0.9615
813.98,0.9614
814.10,0.9614
814.22,0.9614
814.35,0.9614
814.47,0.9613
814.60,0.9613
814.72,0.9611
814.84,0.9610
814.97,0.9609
815.09,0.9609
815.21,0.9609
815.33,0.9607
815.46,0.9606
815.58,0.9605
815.70,0.9604
815.83,0.9603
815.95,0.9601
816.07,0.9600
816.20,0.9598
816.32,0.9597
816.45,0.9596
816.57,0.9595
816.69,0.9593
816.81,0.9591
816.94,0.9590
817.06,0.9586
817.19,0.9584
817.31,0.9581
817.43,0.9580
817.56,0.9578
817.68,0.9576
817.80,0.9573
817.92,0.9571
818.05,0.9568
818.16,0.9565
818.29,0.9563
818.41,0.9561
818.54,0.9559
818.66,0.9556
818.79,0.9552
818.90,0.9549
819.03,0.9547
819.16,0.9543
819.28,0.9539
819.41,0.9535
819.53,0.9532
819.65,0.9528
819.77,0.9524
819.90,0.9520
820.02,0.9516
820.15,0.9511
820.27,0.9508
820.39,0.9504
820.51,0.9499
820.64,0.9494
820.76,0.9489
820.88,0.9485
821.00,0.9481
821.13,0.9476
821.26,0.9472
821.38,0.9467
821.50,0.9462
821.62,0.9458
821.74,0.9453
821.87,0.9447
822.00,0.9441
822.11,0.9436
822.24,0.9430
822.36,0.9424
822.49,0.9419
822.61,0.9412
822.74,0.9406
822.86,0.9399
822.98,0.9393
823.11,0.9386
823.23,0.9379
823.35,0.9372
823.47,0.9367
823.60,0.9361
823.72,0.9353
823.85,0.9345
823.97,0.9337
824.09,0.9330
824.22,0.9322
824.34,0.9314
824.46,0.9307
824.58,0.9298
824.71,0.9289
824.83,0.9281
824.96,0.9272
825.08,0.9262
825.20,0.9252
825.32,0.9242
825.45,0.9233
825.57,0.9223
825.70,0.9214
825.82,0.9205
825.94,0.9193
826.07,0.9182
826.19,0.9172
826.31,0.9160
826.43,0.9148
826.55,0.9137
826.68,0.9126
826.80,0.9114
826.92,0.9101
827.05,0.9090
827.17,0.9077
827.29,0.9065
827.42,0.9052
827.55,0.9039
827.66,0.9025
827.79,0.9012
827.91,0.8998
828.04,0.8984
828.16,0.8970
828.28,0.8956
828.41,0.8941
828.53,0.8927
828.65,0.8913
828.78,0.8898
828.90,0.8883
829.02,0.8868
829.15,0.8851
829.27,0.8835
829.39,0.8819
829.52,0.8803
829.64,0.8787
829.76,0.8771
829.89,0.8754
830.01,0.8738
830.14,0.8722
830.26,0.8706
830.38,0.8688
830.51,0.8670
830.63,0.8652
830.75,0.8633
830.87,0.8616
831.00,0.8599
831.12,0.8582
831.24,0.8565
831.37,0.8547
831.49,0.8528
831.61,0.8508
831.74,0.8490
831.86,0.8472
831.99,0.8452
832.11,0.8433
832.23,0.8413
832.36,0.8393
832.48,0.8375
832.61,0.8356
832.73,0.8337
832.85,0.8316
832.98,0.8295
833.10,0.8275
833.22,0.8256
833.35,0.8236
833.47,0.8216
833.59,0.8197
833.72,0.8176
833.84,0.8156
833.96,0.8135
834.09,0.8114
834.21,0.8094
834.34,0.8074
834.46,0.8053
834.58,0.8032
834.70,0.8012
834.83,0.7992
834.95,0.7972
835.07,0.7951
835.20,0.7930
835.32,0.7911
835.45,0.7891
835.57,0.7870
835.69,0.7850
835.82,0.7830
835.94,0.7809
836.06,0.7788
836.18,0.7768
836.31,0.7746
836.43,0.7727
836.55,0.7707
836.68,0.7686
836.80,0.7666
836.92,0.7646
837.04,0.7626
837.17,0.7607
837.30,0.7586
837.42,0.7565
837.54,0.7546
837.66,0.7527
837.79,0.7508
837.91,0.7489
838.03,0.7470
838.16,0.7451
838.28,0.7432
838.41,0.7414
838.53,0.7395
838.65,0.7377
838.78,0.7358
838.90,0.7340
839.02,0.7322
839.15,0.7305
839.27,0.7286
839.39,0.7269
839.52,0.7252
839.64,0.7236
839.76,0.7219
839.89,0.7201
840.01,0.7184
840.13,0.7167
840.26,0.7151
840.38,0.7134
840.50,0.7118
840.63,0.7101
840.75,0.7086
840.87,0.7070
841.00,0.7055
841.12,0.7040
841.25,0.7024
841.37,0.7009
841.50,0.6995
841.62,0.6981
841.74,0.6967
841.86,0.6952
841.99,0.6938
842.11,0.6924
842.23,0.6911
842.35,0.6898
842.47,0.6884
842.61,0.6871
842.73,0.6858
842.85,0.6845
842.97,0.6832
843.10,0.6820
843.22,0.6808
843.35,0.6796
843.47,0.6783
843.59,0.6771
843.72,0.6759
843.84,0.6747
843.96,0.6736
844.09,0.6724
844.21,0.6713
844.33,0.6704
844.45,0.6693
844.58,0.6682
844.70,0.6671
844.83,0.6661
844.95,0.6652
845.07,0.6641
845.20,0.6631
845.32,0.6621
845.44,0.6611
845.56,0.6601
845.69,0.6593
845.81,0.6582
845.94,0.6573
846.06,0.6565
846.18,0.6556
846.30,0.6547
846.43,0.6539
846.56,0.6530
846.68,0.6522
846.80,0.6514
846.92,0.6505
847.05,0.6496
847.17,0.6489
847.29,0.6480
847.41,0.6472
847.54,0.6464
847.66,0.6457
847.78,0.6452
847.91,0.6446
848.03,0.6439
848.15,0.6431
848.27,0.6423
848.40,0.6417
848.52,0.6411
848.65,0.6403
848.77,0.6396
848.89,0.6390
849.02,0.6383
849.14,0.6377
849.26,0.6371
849.38,0.6365
849.51,0.6359
849.63,0.6354
849.76,0.6348
849.88,0.6342
850.00,0.6336
850.12,0.6331
850.24,0.6325
850.37,0.6321
850.49,0.6315
850.62,0.6310
850.74,0.6304
850.86,0.6299
850.98,0.6294
851.10,0.6290
851.23,0.6286
851.36,0.6282
851.48,0.6279
851.60,0.6274
851.72,0.6268
851.85,0.6264
851.97,0.6260
852.09,0.6257
852.21,0.6252
852.34,0.6248
852.46,0.6245
852.59,0.6241
852.71,0.6237
852.83,0.6232
852.95,0.6230
853.08,0.6226
853.20,0.6223
853.33,0.6219
853.45,0.6216
853.57,0.6212
853.69,0.6208
853.82,0.6206
853.94,0.6204
854.07,0.6201
854.19,0.6198
854.31,0.6195
854.43,0.6191
854.56,0.6189
854.68,0.6187
854.80,0.6184
854.92,0.6181
855.05,0.6179
855.17,0.6176
855.30,0.6175
855.42,0.6171
855.54,0.6169
855.66,0.6167
855.79,0.6165
855.91,0.6163
856.04,0.6161
856.16,0.6160
856.28,0.6158
856.41,0.6156
856.53,0.6154
856.65,0.6152
856.77,0.6151
856.90,0.6149
857.02,0.6148
857.14,0.6146
857.27,0.6145
857.39,0.6143
857.51,0.6142
857.64,0.6141
857.76,0.6140
857.88,0.6139
858.00,0.6137
858.12,0.6136
858.24,0.6135
858.37,0.6135
858.49,0.6134
858.62,0.6133
858.74,0.6133
858.86,0.6132
858.99,0.6131
859.11,0.6131
859.24,0.6129
859.36,0.6128
859.48,0.6127
859.60,0.6126
859.72,0.6126
