celsius_temperature,specific_heat_capacity
276.09,0.5621
276.22,0.5622
276.35,0.5622
276.48,0.5623
276.61,0.5622
276.74,0.5623
276.87,0.5623
277.01,0.5624
277.13,0.5625
277.26,0.5626
277.39,0.5627
277.52,0.5627
277.65,0.5628
277.78,0.5628
277.91,0.5628
278.04,0.5629
278.17,0.5630
278.30,0.5630
278.43,0.5631
278.57,0.5631
278.69,0.5632
278.82,0.5632
278.95,0.5633
279.09,0.5632
279.22,0.5632
279.34,0.5632
279.48,0.5634
279.61,0.5635
279.74,0.5635
279.86,0.5636
280.00,0.5636
280.13,0.5636
280.25,0.5637
280.39,0.5637
280.52,0.5637
280.64,0.5638
280.77,0.5639
280.90,0.5640
281.04,0.5641
281.16,0.5642
281.29,0.5643
281.43,0.5643
281.56,0.5644
281.69,0.5644
281.82,0.5645
281.95,0.5645
282.08,0.5645
282.21,0.5645
282.34,0.5646
282.47,0.5646
282.60,0.5647
282.73,0.5647
282.86,0.5647
282.99,0.5648
283.12,0.5648
283.25,0.5649
283.38,0.5649
283.51,0.5649
283.64,0.5650
283.77,0.5651
283.91,0.5651
284.03,0.5651
284.17,0.5651
284.30,0.5653
284.42,0.5653
284.55,0.5654
284.68,0.5654
284.81,0.5655
284.95,0.5655
285.08,0.5657
285.21,0.5657
285.33,0.5658
285.47,0.5658
285.60,0.5658
285.73,0.5658
285.86,0.5659
285.99,0.5660
286.12,0.5660
286.25,0.5661
286.38,0.5663
286.51,0.5663
286.64,0.5663
286.77,0.5664
286.90,0.5665
287.03,0.5666
287.16,0.5666
287.29,0.5667
287.42,0.5668
287.55,0.5668
287.69,0.5669
287.81,0.5671
287.94,0.5671
288.07,0.5672
288.21,0.5672
288.34,0.5673
288.47,0.5674
288.60,0.5674
288.73,0.5675
288.86,0.5675
288.99,0.5677
289.12,0.5677
289.25,0.5676
289.38,0.5677
289.51,0.5677
289.64,0.5679
289.77,0.5679
289.90,0.5680
290.03,0.5681
290.17,0.5681
290.29,0.5681
290.42,0.5682
290.55,0.5683
290.68,0.5683
290.81,0.5682
290.94,0.5684
291.07,0.5685
291.20,0.5685
291.33,0.5685
291.46,0.5685
291.59,0.5686
291.72,0.5687
291.85,0.5688
291.98,0.5688
292.11,0.5688
292.24,0.5688
292.37,0.5688
292.50,0.5688
292.63,0.5689
292.76,0.5690
292.89,0.5690
293.02,0.5692
293.15,0.5692
293.28,0.5692
293.41,0.5692
293.54,0.5694
293.67,0.5693
293.80,0.5693
293.92,0.5693
294.05,0.5694
294.18,0.5694
294.31,0.5694
294.45,0.5694
294.58,0.5694
294.71,0.5694
294.84,0.5695
294.97,0.5695
295.10,0.5696
295.23,0.5697
295.36,0.5698
295.49,0.5698
295.62,0.5699
295.75,0.5700
295.88,0.5700
296.01,0.5701
296.14,0.5701
296.27,0.5703
296.40,0.5702
296.53,0.5703
296.66,0.5704
296.79,0.5705
296.92,0.5705
297.05,0.5706
297.18,0.5706
297.31,0.5706
297.43,0.5706
297.57,0.5706
297.70,0.5708
297.82,0.5708
297.96,0.5708
298.09,0.5710
298.21,0.5710
298.34,0.5710
298.48,0.5710
298.61,0.5710
298.74,0.5711
298.87,0.5711
299.00,0.5711
299.13,0.5712
299.25,0.5712
299.39,0.5713
299.53,0.5714
299.66,0.5715
299.78,0.5715
299.91,0.5715
300.04,0.5715
300.17,0.5715
300.30,0.5717
300.43,0.5718
300.56,0.5718
300.69,0.5719
300.82,0.5720
300.95,0.5721
301.08,0.5722
301.21,0.5723
301.34,0.5723
301.47,0.5724
301.60,0.5724
301.73,0.5724
301.86,0.5725
301.99,0.5725
302.12,0.5726
302.25,0.5727
302.38,0.5727
302.51,0.5727
302.64,0.5728
302.78,0.5728
302.90,0.5728
303.03,0.5729
303.15,0.5728
303.29,0.5729
303.42,0.5729
303.55,0.5730
303.68,0.5732
303.80,0.5732
303.93,0.5732
304.06,0.5732
304.19,0.5733
304.32,0.5733
304.46,0.5733
304.58,0.5734
304.71,0.5734
304.84,0.5734
304.97,0.5735
305.10,0.5734
305.23,0.5734
305.36,0.5734
305.49,0.5733
305.62,0.5734
305.75,0.5735
305.88,0.5735
306.01,0.5734
306.14,0.5735
306.26,0.5735
306.39,0.5736
306.52,0.5736
306.65,0.5736
306.78,0.5737
306.91,0.5737
307.03,0.5737
307.17,0.5737
307.30,0.5738
307.42,0.5738
307.56,0.5738
307.69,0.5738
307.82,0.5738
307.94,0.5738
308.08,0.5739
308.21,0.5740
308.34,0.5740
308.46,0.5741
308.59,0.5741
308.72,0.5742
308.85,0.5743
308.98,0.5743
309.11,0.5743
309.24,0.5744
309.37,0.5744
309.50,0.5744
309.63,0.5745
309.75,0.5746
309.88,0.5745
310.02,0.5746
310.14,0.5747
310.27,0.5748
310.40,0.5749
310.53,0.5749
310.66,0.5750
310.79,0.5749
310.93,0.5749
311.06,0.5750
311.18,0.5750
311.31,0.5750
311.44,0.5751
311.57,0.5751
311.70,0.5751
311.83,0.5752
311.96,0.5752
312.09,0.5753
312.22,0.5754
312.35,0.5753
312.48,0.5753
312.60,0.5753
312.74,0.5755
312.87,0.5756
313.00,0.5756
313.13,0.5756
313.25,0.5757
313.38,0.5757
313.51,0.5756
313.64,0.5756
313.77,0.5757
313.90,0.5758
314.03,0.5759
314.16,0.5759
314.29,0.5759
314.42,0.5760
314.55,0.5760
314.68,0.5761
314.81,0.5762
314.94,0.5763
315.06,0.5763
315.20,0.5763
315.33,0.5763
315.46,0.5764
315.59,0.5763
315.72,0.5764
315.84,0.5765
315.97,0.5766
316.10,0.5766
316.23,0.5766
316.36,0.5767
316.49,0.5767
316.61,0.5768
316.75,0.5768
316.88,0.5770
317.01,0.5771
317.14,0.5771
317.27,0.5772
317.39,0.5772
317.52,0.5772
317.66,0.5772
317.78,0.5773
317.91,0.5773
318.04,0.5775
318.17,0.5774
318.29,0.5775
318.42,0.5776
318.56,0.5776
318.69,0.5777
318.81,0.5778
318.94,0.5779
319.07,0.5780
319.19,0.5781
319.33,0.5782
319.45,0.5782
319.58,0.5783
319.71,0.5784
319.84,0.5785
319.97,0.5785
320.10,0.5786
320.24,0.5786
320.36,0.5786
320.49,0.5786
320.62,0.5787
320.75,0.5788
320.88,0.5789
321.01,0.5790
321.13,0.5791
321.26,0.5791
321.39,0.5792
321.52,0.5792
321.66,0.5793
321.79,0.5793
321.92,0.5794
322.04,0.5795
322.17,0.5796
322.30,0.5796
322.43,0.5797
322.56,0.5798
322.69,0.5799
322.82,0.5798
322.94,0.5799
323.08,0.5800
323.21,0.5801
323.34,0.5802
323.47,0.5802
323.59,0.5804
323.73,0.5804
323.85,0.5805
323.99,0.5806
324.11,0.5807
324.25,0.5808
324.37,0.5810
324.50,0.5810
324.63,0.5811
324.76,0.5812
324.89,0.5813
325.02,0.5813
325.16,0.5814
325.28,0.5815
325.41,0.5815
325.54,0.5816
325.67,0.5817
325.80,0.5817
325.93,0.5818
326.06,0.5819
326.19,0.5819
326.32,0.5819
326.45,0.5820
326.57,0.5820
326.70,0.5821
326.83,0.5822
326.96,0.5823
327.09,0.5825
327.22,0.5826
327.35,0.5826
327.48,0.5828
327.61,0.5828
327.74,0.5829
327.87,0.5829
328.00,0.5830
328.13,0.5830
328.26,0.5832
328.39,0.5833
328.51,0.5834
328.65,0.5833
328.77,0.5834
328.90,0.5835
329.03,0.5835
329.16,0.5835
329.28,0.5836
329.41,0.5837
329.54,0.5837
329.67,0.5838
329.80,0.5838
329.93,0.5838
330.06,0.5838
330.18,0.5839
330.32,0.5839
330.44,0.5840
330.57,0.5841
330.70,0.5842
330.83,0.5841
330.96,0.5842
331.09,0.5842
331.21,0.5843
331.34,0.5844
331.47,0.5843
331.60,0.5843
331.73,0.5844
331.86,0.5844
331.99,0.5844
332.12,0.5844
332.25,0.5844
332.38,0.5844
332.50,0.5845
332.64,0.5846
332.76,0.5847
332.90,0.5847
333.02,0.5847
333.15,0.5847
333.28,0.5847
333.40,0.5848
333.54,0.5848
333.67,0.5848
333.80,0.5848
333.92,0.5850
334.05,0.5850
334.18,0.5850
334.31,0.5850
334.44,0.5850
334.57,0.5850
334.70,0.5851
334.82,0.5851
334.95,0.5851
335.08,0.5851
335.21,0.5851
335.35,0.5852
335.48,0.5853
335.60,0.5852
335.73,0.5853
335.86,0.5854
335.99,0.5855
336.12,0.5856
336.25,0.5856
336.38,0.5856
336.50,0.5857
336.63,0.5857
336.76,0.5857
336.90,0.5858
337.02,0.5858
337.15,0.5859
337.28,0.5860
337.41,0.5860
337.54,0.5860
337.67,0.5861
337.80,0.5861
337.92,0.5862
338.06,0.5863
338.18,0.5862
338.31,0.5862
338.44,0.5863
338.57,0.5864
338.70,0.5864
338.82,0.5864
338.96,0.5864
339.09,0.5864
339.22,0.5864
339.35,0.5864
339.47,0.5865
339.60,0.5865
339.73,0.5865
339.86,0.5865
339.99,0.5866
340.12,0.5866
340.25,0.5866
340.37,0.5866
340.50,0.5866
340.63,0.5866
340.76,0.5866
340.89,0.5866
341.02,0.5867
341.15,0.5867
341.27,0.5868
341.40,0.5868
341.53,0.5869
341.66,0.5869
341.79,0.5869
341.91,0.5868
342.04,0.5869
342.17,0.5870
342.30,0.5871
342.43,0.5871
342.56,0.5870
342.68,0.5870
342.81,0.5870
342.94,0.5871
343.07,0.5870
343.20,0.5870
343.33,0.5871
343.46,0.5871
343.58,0.5871
343.71,0.5871
343.84,0.5872
343.97,0.5871
344.10,0.5872
344.22,0.5872
344.36,0.5872
344.49,0.5871
344.61,0.5872
344.74,0.5872
344.87,0.5872
344.99,0.5873
345.13,0.5873
345.25,0.5873
345.38,0.5873
345.51,0.5873
345.64,0.5874
345.76,0.5874
345.89,0.5874
346.02,0.5874
346.16,0.5875
346.28,0.5875
346.41,0.5875
346.54,0.5875
346.67,0.5875
346.80,0.5875
346.92,0.5875
347.06,0.5875
347.18,0.5875
347.31,0.5876
347.44,0.5877
347.56,0.5877
347.70,0.5878
347.83,0.5878
347.95,0.5878
348.08,0.5879
348.21,0.5880
348.33,0.5880
348.46,0.5880
348.59,0.5880
348.73,0.5881
348.86,0.5881
348.98,0.5883
349.11,0.5883
349.24,0.5883
349.37,0.5882
349.50,0.5883
349.63,0.5884
349.75,0.5885
349.88,0.5885
350.01,0.5886
350.14,0.5886
350.27,0.5887
350.40,0.5887
350.53,0.5888
350.65,0.5888
350.79,0.5888
350.91,0.5887
351.04,0.5888
351.17,0.5889
351.30,0.5889
351.42,0.5889
351.55,0.5890
351.68,0.5891
351.81,0.5891
351.94,0.5891
352.07,0.5892
352.19,0.5893
352.32,0.5893
352.45,0.5894
352.58,0.5894
352.71,0.5895
352.83,0.5895
352.97,0.5896
353.09,0.5896
353.22,0.5897
353.35,0.5898
353.48,0.5899
353.60,0.5899
353.73,0.5899
353.86,0.5899
353.99,0.5900
354.12,0.5900
354.24,0.5901
354.37,0.5902
354.50,0.5902
354.63,0.5903
354.76,0.5902
354.89,0.5902
355.01,0.5902
355.14,0.5903
355.27,0.5905
355.40,0.5906
355.53,0.5906
355.65,0.5906
355.78,0.5907
355.91,0.5908
356.04,0.5909
356.16,0.5909
356.29,0.5909
356.42,0.5910
356.55,0.5911
356.68,0.5911
356.80,0.5912
356.93,0.5913
357.06,0.5913
357.19,0.5914
357.32,0.5915
357.44,0.5914
357.58,0.5914
357.70,0.5916
357.83,0.5916
357.96,0.5916
358.09,0.5917
358.21,0.5918
358.34,0.5919
358.47,0.5920
358.59,0.5920
358.72,0.5920
358.85,0.5921
358.98,0.5922
359.11,0.5922
359.24,0.5923
359.36,0.5924
359.50,0.5924
359.62,0.5925
359.75,0.5925
359.87,0.5926
360.00,0.5926
360.13,0.5926
360.26,0.5926
360.39,0.5927
360.51,0.5927
360.64,0.5928
360.77,0.5928
360.90,0.5928
361.03,0.5929
361.16,0.5930
361.28,0.5930
361.41,0.5930
361.54,0.5930
361.67,0.5931
361.80,0.5932
361.93,0.5932
362.05,0.5932
362.18,0.5932
362.31,0.5933
362.44,0.5934
362.56,0.5935
362.70,0.5936
362.83,0.5937
362.95,0.5937
363.08,0.5937
363.20,0.5939
363.33,0.5940
363.46,0.5941
363.59,0.5940
363.72,0.5941
363.84,0.5940
363.97,0.5940
364.10,0.5940
364.23,0.5941
364.36,0.5942
364.48,0.5942
364.61,0.5942
364.74,0.5943
364.87,0.5943
365.00,0.5943
365.13,0.5942
365.25,0.5943
365.38,0.5944
365.51,0.5945
365.64,0.5945
365.77,0.5946
365.89,0.5946
366.02,0.5947
366.15,0.5947
366.28,0.5948
366.40,0.5949
366.53,0.5949
366.66,0.5948
366.78,0.5950
366.91,0.5950
367.04,0.5951
367.17,0.5951
367.30,0.5951
367.42,0.5952
367.55,0.5953
367.68,0.5953
367.81,0.5955
367.94,0.5955
368.06,0.5955
368.19,0.5955
368.32,0.5956
368.45,0.5957
368.57,0.5957
368.70,0.5958
368.83,0.5958
368.96,0.5958
369.08,0.5958
369.22,0.5959
369.34,0.5960
369.47,0.5961
369.60,0.5962
369.72,0.5962
369.85,0.5963
369.97,0.5963
370.11,0.5964
370.24,0.5964
370.37,0.5965
370.49,0.5966
370.62,0.5967
370.75,0.5968
370.87,0.5969
371.00,0.5970
371.13,0.5970
371.26,0.5971
371.39,0.5971
371.51,0.5972
371.65,0.5972
371.77,0.5974
371.90,0.5974
372.03,0.5975
372.16,0.5975
372.28,0.5976
372.41,0.5976
372.54,0.5977
372.66,0.5976
372.79,0.5976
372.92,0.5975
373.05,0.5976
373.18,0.5977
373.31,0.5977
373.43,0.5978
373.56,0.5979
373.69,0.5979
373.82,0.5980
373.95,0.5981
374.07,0.5982
374.20,0.5983
374.33,0.5983
374.46,0.5984
374.59,0.5986
374.71,0.5985
374.84,0.5986
374.97,0.5986
375.10,0.5986
375.22,0.5987
375.35,0.5988
375.48,0.5989
375.61,0.5989
375.74,0.5991
375.87,0.5991
375.99,0.5991
376.12,0.5991
376.25,0.5991
376.38,0.5992
376.51,0.5993
376.63,0.5994
376.76,0.5995
376.89,0.5996
377.02,0.5996
377.15,0.5996
377.27,0.5998
377.40,0.5999
377.53,0.6000
377.66,0.6000
377.78,0.6001
377.90,0.6001
378.04,0.6002
378.17,0.6003
378.29,0.6004
378.42,0.6005
378.54,0.6005
378.67,0.6006
378.80,0.6006
378.93,0.6007
379.05,0.6008
379.18,0.6009
379.31,0.6009
379.44,0.6009
379.57,0.6009
379.69,0.6009
379.82,0.6010
379.94,0.6010
380.08,0.6012
380.20,0.6011
380.33,0.6012
380.46,0.6013
380.58,0.6014
380.71,0.6015
380.84,0.6016
380.97,0.6017
381.09,0.6017
381.22,0.6019
381.35,0.6020
381.48,0.6021
381.60,0.6022
381.73,0.6022
381.86,0.6022
381.99,0.6023
382.11,0.6024
382.24,0.6024
382.37,0.6025
382.49,0.6026
382.62,0.6028
382.75,0.6028
382.88,0.6028
383.01,0.6029
383.14,0.6029
383.26,0.6029
383.38,0.6030
383.51,0.6031
383.64,0.6031
383.77,0.6032
383.90,0.6033
384.02,0.6033
384.15,0.6033
384.28,0.6034
384.40,0.6036
384.53,0.6036
384.66,0.6037
384.79,0.6038
384.92,0.6039
385.04,0.6039
385.17,0.6040
385.30,0.6041
385.42,0.6041
385.55,0.6041
385.68,0.6042
385.81,0.6043
385.93,0.6043
386.06,0.6044
386.19,0.6044
386.32,0.6046
386.45,0.6046
386.58,0.6046
386.70,0.6047
386.83,0.6048
386.96,0.6048
387.08,0.6049
387.21,0.6050
387.34,0.6050
387.47,0.6051
387.60,0.6052
387.72,0.6053
387.85,0.6053
387.98,0.6054
388.10,0.6054
388.23,0.6055
388.36,0.6056
388.49,0.6057
388.61,0.6057
388.74,0.6057
388.87,0.6058
389.00,0.6059
389.12,0.6060
389.25,0.6060
389.38,0.6061
389.50,0.6062
389.63,0.6063
389.76,0.6063
389.89,0.6064
390.01,0.6066
390.14,0.6066
390.27,0.6066
390.40,0.6067
390.53,0.6067
390.65,0.6068
390.78,0.6068
390.91,0.6069
391.03,0.6069
391.15,0.6069
391.29,0.6071
391.41,0.6071
391.54,0.6071
391.66,0.6071
391.80,0.6072
391.92,0.6072
392.05,0.6072
392.17,0.6073
392.30,0.6073
392.43,0.6073
392.56,0.6073
392.69,0.6074
392.81,0.6075
392.94,0.6074
393.07,0.6074
393.19,0.6076
393.32,0.6076
393.45,0.6077
393.57,0.6078
393.70,0.6079
393.83,0.6080
393.96,0.6080
394.08,0.6080
394.21,0.6081
394.34,0.6082
394.46,0.6082
394.59,0.6083
394.71,0.6084
394.84,0.6084
394.97,0.6085
395.10,0.6086
395.23,0.6086
395.35,0.6086
395.47,0.6087
395.61,0.6088
395.74,0.6088
395.86,0.6088
395.99,0.6088
396.11,0.6089
396.24,0.6090
396.37,0.6089
396.49,0.6090
396.63,0.6091
396.75,0.6091
396.88,0.6093
397.01,0.6093
397.14,0.6094
397.26,0.6094
397.39,0.6095
397.51,0.6095
397.64,0.6096
397.76,0.6096
397.89,0.6096
398.02,0.6097
398.15,0.6098
398.28,0.6098
398.40,0.6099
398.53,0.6100
398.66,0.6101
398.79,0.6102
398.92,0.6102
399.04,0.6103
399.17,0.6104
399.29,0.6104
399.42,0.6104
399.55,0.6105
399.68,0.6106
399.81,0.6107
399.93,0.6107
400.06,0.6109
400.19,0.6110
400.32,0.6111
400.44,0.6111
400.57,0.6112
400.69,0.6112
400.82,0.6112
400.95,0.6113
401.08,0.6114
401.21,0.6114
401.33,0.6115
401.46,0.6116
401.59,0.6117
401.72,0.6117
401.84,0.6118
401.96,0.6119
402.09,0.6119
402.22,0.6120
402.35,0.6121
402.48,0.6121
402.61,0.6121
402.73,0.6123
402.86,0.6124
402.98,0.6125
403.11,0.6125
403.23,0.6125
403.37,0.6126
403.49,0.6127
403.62,0.6127
403.74,0.6127
403.87,0.6128
404.00,0.6129
404.12,0.6130
404.25,0.6130
404.38,0.6130
404.51,0.6130
404.63,0.6131
404.75,0.6132
404.89,0.6132
405.01,0.6132
405.14,0.6133
405.27,0.6134
405.39,0.6134
405.52,0.6135
405.65,0.6135
405.78,0.6136
405.90,0.6138
406.03,0.6138
406.16,0.6139
406.28,0.6139
406.41,0.6141
406.54,0.6142
406.66,0.6143
406.79,0.6144
406.92,0.6144
407.05,0.6143
407.17,0.6144
407.30,0.6145
407.42,0.6145
407.55,0.6146
407.68,0.6147
407.81,0.6147
407.94,0.6148
408.06,0.6148
408.19,0.6149
408.31,0.6150
408.44,0.6150
408.57,0.6151
408.70,0.6151
408.82,0.6152
408.95,0.6153
409.08,0.6153
409.20,0.6153
409.33,0.6153
409.46,0.6154
409.58,0.6155
409.71,0.6155
409.83,0.6156
409.96,0.6157
410.08,0.6157
410.21,0.6158
410.34,0.6159
410.47,0.6159
410.60,0.6160
410.73,0.6160
410.85,0.6160
410.98,0.6161
411.11,0.6161
411.23,0.6163
411.36,0.6164
411.49,0.6165
411.62,0.6166
411.75,0.6166
411.87,0.6167
412.00,0.6168
412.13,0.6167
412.25,0.6168
412.38,0.6169
412.50,0.6170
412.63,0.6170
412.76,0.6170
412.88,0.6171
413.01,0.6172
413.14,0.6173
413.27,0.6173
413.39,0.6174
413.52,0.6174
413.65,0.6175
413.77,0.6175
413.90,0.6175
414.03,0.6176
414.16,0.6176
414.28,0.6176
414.41,0.6176
414.54,0.6176
414.66,0.6177
414.79,0.6177
414.92,0.6177
415.05,0.6177
415.17,0.6178
415.30,0.6179
415.42,0.6180
415.54,0.6180
415.67,0.6180
415.80,0.6181
415.92,0.6181
416.05,0.6182
416.18,0.6182
416.31,0.6183
416.44,0.6183
416.56,0.6183
416.69,0.6183
416.81,0.6183
416.94,0.6184
417.07,0.6185
417.19,0.6185
417.32,0.6185
417.45,0.6185
417.57,0.6185
417.70,0.6186
417.83,0.6186
417.95,0.6187
418.09,0.6188
418.21,0.6189
418.34,0.6188
418.46,0.6188
418.59,0.6190
418.72,0.6190
418.84,0.6190
418.96,0.6190
419.10,0.6191
419.22,0.6191
419.35,0.6192
419.48,0.6192
419.60,0.6193
419.73,0.6193
419.86,0.6194
419.99,0.6194
420.11,0.6195
420.23,0.6196
420.36,0.6197
420.49,0.6197
420.62,0.6198
420.75,0.6198
420.87,0.6198
421.00,0.6198
421.13,0.6199
421.25,0.6199
421.38,0.6200
421.50,0.6200
421.63,0.6200
421.76,0.6201
421.88,0.6201
422.01,0.6202
422.14,0.6202
422.26,0.6202
422.39,0.6202
422.52,0.6204
422.64,0.6205
422.77,0.6206
422.90,0.6206
423.02,0.6206
423.15,0.6206
423.28,0.6207
423.40,0.6207
423.52,0.6209
423.66,0.6210
423.78,0.6211
423.91,0.6211
424.04,0.6212
424.16,0.6212
424.29,0.6212
424.42,0.6214
424.54,0.6215
424.67,0.6217
424.80,0.6218
424.93,0.6218
425.05,0.6218
425.18,0.6218
425.30,0.6218
425.43,0.6218
425.56,0.6219
425.68,0.6219
425.81,0.6220
425.93,0.6221
426.06,0.6221
426.19,0.6221
426.31,0.6221
426.44,0.6222
426.57,0.6222
426.70,0.6223
426.83,0.6224
426.95,0.6223
427.08,0.6224
427.20,0.6225
427.32,0.6226
427.45,0.6227
427.57,0.6227
427.70,0.6227
427.83,0.6228
427.96,0.6229
428.09,0.6229
428.21,0.6230
428.34,0.6230
428.46,0.6231
428.59,0.6231
428.71,0.6232
428.84,0.6232
428.97,0.6232
429.10,0.6234
429.22,0.6235
429.35,0.6235
429.47,0.6235
429.60,0.6235
429.73,0.6236
429.86,0.6236
429.98,0.6237
430.11,0.6237
430.24,0.6238
430.36,0.6238
430.49,0.6239
430.61,0.6240
430.74,0.6240
430.86,0.6240
430.99,0.6240
431.12,0.6241
431.24,0.6242
431.37,0.6242
431.50,0.6242
431.62,0.6242
431.75,0.6243
431.87,0.6243
432.01,0.6243
432.13,0.6244
432.26,0.6245
432.39,0.6246
432.52,0.6246
432.63,0.6246
432.76,0.6247
432.89,0.6246
433.02,0.6247
433.15,0.6248
433.27,0.6248
433.40,0.6248
433.52,0.6249
433.65,0.6250
433.77,0.6250
433.90,0.6251
434.02,0.6251
434.15,0.6252
434.28,0.6252
434.40,0.6252
434.53,0.6253
434.66,0.6253
434.78,0.6254
434.91,0.6255
435.03,0.6255
435.17,0.6256
435.29,0.6256
435.42,0.6256
435.54,0.6257
435.67,0.6257
435.80,0.6257
435.92,0.6258
436.05,0.6258
436.18,0.6259
436.30,0.6259
436.43,0.6259
436.56,0.6259
436.68,0.6259
436.81,0.6260
436.94,0.6261
437.06,0.6262
437.19,0.6262
437.32,0.6262
437.44,0.6263
437.57,0.6264
437.69,0.6265
437.82,0.6265
437.95,0.6265
438.07,0.6266
438.20,0.6266
438.33,0.6267
438.45,0.6268
438.58,0.6269
438.71,0.6270
438.83,0.6270
438.96,0.6271
439.08,0.6271
439.22,0.6273
439.34,0.6273
439.46,0.6274
439.59,0.6275
439.71,0.6275
439.84,0.6276
439.96,0.6277
440.09,0.6278
440.22,0.6279
440.34,0.6279
440.47,0.6280
440.60,0.6281
440.72,0.6282
440.85,0.6282
440.97,0.6283
441.10,0.6283
441.23,0.6284
441.35,0.6285
441.48,0.6286
441.60,0.6286
441.73,0.6287
441.85,0.6287
441.98,0.6288
442.11,0.6289
442.24,0.6290
442.36,0.6291
442.49,0.6291
442.61,0.6291
442.74,0.6292
442.86,0.6293
442.99,0.6295
443.12,0.6295
443.24,0.6295
443.37,0.6296
443.50,0.6297
443.62,0.6298
443.75,0.6300
443.87,0.6300
444.00,0.6301
444.13,0.6301
444.25,0.6302
444.38,0.6303
444.51,0.6304
444.63,0.6304
444.76,0.6306
444.88,0.6305
445.01,0.6306
445.14,0.6306
445.26,0.6308
445.39,0.6308
445.51,0.6309
445.64,0.6310
445.77,0.6311
445.89,0.6311
446.02,0.6312
446.15,0.6313
446.27,0.6313
446.39,0.6314
446.52,0.6315
446.65,0.6315
446.78,0.6317
446.91,0.6317
447.03,0.6318
447.16,0.6319
447.28,0.6321
447.41,0.6321
447.53,0.6322
447.66,0.6322
447.79,0.6323
447.91,0.6323
448.04,0.6323
448.17,0.6325
448.30,0.6325
448.42,0.6326
448.55,0.6327
448.67,0.6328
448.80,0.6329
448.92,0.6332
449.05,0.6333
449.17,0.6334
449.30,0.6335
449.43,0.6335
449.56,0.6335
449.69,0.6337
449.81,0.6338
449.93,0.6339
450.06,0.6340
450.19,0.6340
450.32,0.6340
450.44,0.6341
450.57,0.6341
450.69,0.6342
450.82,0.6343
450.95,0.6344
451.07,0.6345
451.20,0.6345
451.32,0.6345
451.45,0.6345
451.57,0.6346
451.70,0.6347
451.83,0.6347
451.95,0.6348
452.08,0.6349
452.20,0.6350
452.33,0.6350
452.45,0.6350
452.58,0.6350
452.71,0.6350
452.83,0.6351
452.95,0.6351
453.08,0.6352
453.21,0.6353
453.34,0.6354
453.46,0.6355
453.58,0.6355
453.71,0.6356
453.84,0.6356
453.96,0.6356
454.09,0.6357
454.22,0.6357
454.34,0.6358
454.47,0.6358
454.59,0.6358
454.72,0.6359
454.84,0.6359
454.98,0.6359
455.10,0.6361
455.22,0.6362
455.35,0.6362
455.47,0.6363
455.60,0.6363
455.72,0.6364
455.85,0.6365
455.98,0.6366
456.10,0.6366
456.23,0.6368
456.36,0.6368
456.48,0.6368
456.61,0.6368
456.73,0.6369
456.85,0.6370
456.98,0.6370
457.11,0.6371
457.24,0.6372
457.36,0.6372
457.49,0.6372
457.62,0.6373
457.74,0.6374
457.87,0.6374
457.99,0.6375
458.12,0.6376
458.24,0.6376
458.37,0.6376
458.49,0.6377
458.63,0.6379
458.75,0.6378
458.87,0.6378
458.99,0.6379
459.13,0.6380
459.25,0.6381
459.38,0.6381
459.50,0.6383
459.63,0.6383
459.76,0.6384
459.88,0.6385
460.01,0.6386
460.14,0.6387
460.26,0.6387
460.39,0.6388
460.51,0.6389
460.64,0.6390
460.76,0.6391
460.89,0.6391
461.02,0.6392
461.14,0.6392
461.27,0.6394
461.39,0.6394
461.52,0.6395
461.65,0.6396
461.77,0.6396
461.89,0.6397
462.02,0.6398
462.15,0.6398
462.27,0.6397
462.40,0.6398
462.53,0.6399
462.65,0.6400
462.78,0.6401
462.90,0.6401
463.03,0.6402
463.16,0.6403
463.28,0.6403
463.40,0.6403
463.53,0.6404
463.66,0.6405
463.78,0.6406
463.90,0.6405
464.03,0.6406
464.16,0.6406
464.28,0.6407
464.41,0.6408
464.53,0.6408
464.66,0.6408
464.78,0.6409
464.91,0.6410
465.04,0.6411
465.16,0.6412
465.29,0.6412
465.41,0.6412
465.54,0.6414
465.67,0.6413
465.80,0.6415
465.92,0.6415
466.05,0.6415
466.18,0.6416
466.30,0.6417
466.42,0.6418
466.55,0.6419
466.68,0.6420
466.80,0.6420
466.93,0.6421
467.05,0.6422
467.18,0.6422
467.30,0.6423
467.43,0.6425
467.56,0.6425
467.68,0.6426
467.81,0.6426
467.93,0.6427
468.06,0.6428
468.19,0.6429
468.30,0.6429
468.44,0.6431
468.56,0.6431
468.69,0.6432
468.81,0.6432
468.94,0.6433
469.07,0.6433
469.20,0.6434
469.32,0.6433
469.45,0.6434
469.57,0.6435
469.69,0.6435
469.82,0.6436
469.95,0.6436
470.07,0.6437
470.19,0.6437
470.32,0.6438
470.45,0.6438
470.58,0.6439
470.70,0.6440
470.83,0.6441
470.95,0.6441
471.08,0.6442
471.20,0.6443
471.33,0.6444
471.46,0.6444
471.59,0.6445
471.71,0.6446
471.83,0.6447
471.96,0.6447
472.09,0.6448
472.22,0.6449
472.34,0.6449
472.47,0.6450
472.59,0.6450
472.71,0.6451
472.84,0.6451
472.97,0.6452
473.09,0.6453
473.22,0.6454
473.35,0.6455
473.47,0.6455
473.60,0.6456
473.72,0.6457
473.85,0.6458
473.97,0.6459
474.10,0.6459
474.23,0.6460
474.35,0.6461
474.48,0.6461
